SNR_dB,rho,PEP_near,PEP_far,T_near,T_far,T_sum,P_B,P_C,EE
10.0,0.0726130653,0.2025035666,0.2199856980,0.3987482167,0.1950035755,0.5937517922,10.0000000000,0.2000000000,0.0582109600
10.0,0.0771356784,0.1985897105,0.2160804942,0.4007051447,0.1959798765,0.5966850212,10.0000000000,0.2000000000,0.0584985315
10.0,0.0816582915,0.1949824617,0.2124720576,0.4025087692,0.1968819856,0.5993907548,10.0000000000,0.2000000000,0.0587637995
10.0,0.0861809045,0.1916487735,0.2091290969,0.4041756133,0.1977177258,0.6018933390,10.0000000000,0.2000000000,0.0590091509
10.0,0.0907035176,0.1885604413,0.2060248358,0.4057197794,0.1984937910,0.6042135704,10.0000000000,0.2000000000,0.0592366245
10.0,0.0952261307,0.1856932190,0.2031361983,0.4071533905,0.1992159504,0.6063693409,10.0000000000,0.2000000000,0.0594479746
10.0,0.0997487437,0.1830261275,0.2004431695,0.4084869362,0.1998892076,0.6083761438,10.0000000000,0.2000000000,0.0596447200
10.0,0.1042713568,0.1805409069,0.1979282879,0.4097295466,0.2005179280,0.6102474746,10.0000000000,0.2000000000,0.0598281838
10.0,0.1087939698,0.1782215773,0.1955762380,0.4108892114,0.2011059405,0.6119951519,10.0000000000,0.2000000000,0.0599995247
10.0,0.1133165829,0.1760540849,0.1933735211,0.4119729575,0.2016566197,0.6136295773,10.0000000000,0.2000000000,0.0601597625
10.0,0.1178391960,0.1740260130,0.1913081856,0.4129869935,0.2021729536,0.6151599471,10.0000000000,0.2000000000,0.0603097987
10.0,0.1223618090,0.1721263446,0.1893696059,0.4139368277,0.2026575985,0.6165944262,10.0000000000,0.2000000000,0.0604504339
10.0,0.1268844221,0.1703452666,0.1875482985,0.4148273667,0.2031129254,0.6179402921,10.0000000000,0.2000000000,0.0605823816
10.0,0.1314070352,0.1686740057,0.1858357692,0.4156629971,0.2035410577,0.6192040548,10.0000000000,0.2000000000,0.0607062799
10.0,0.1359296482,0.1671046923,0.1842243837,0.4164476539,0.2039439041,0.6203915579,10.0000000000,0.2000000000,0.0608227018
10.0,0.1404522613,0.1656302441,0.1827072601,0.4171848779,0.2043231850,0.6215080629,10.0000000000,0.2000000000,0.0609321630
10.0,0.1449748744,0.1642442692,0.1812781758,0.4178778654,0.2046804561,0.6225583214,10.0000000000,0.2000000000,0.0610351296
10.0,0.1494974874,0.1629409821,0.1799314892,0.4185295090,0.2050171277,0.6235466367,10.0000000000,0.2000000000,0.0611320232
10.0,0.1540201005,0.1617151326,0.1786620722,0.4191424337,0.2053344819,0.6244769156,10.0000000000,0.2000000000,0.0612232270
10.0,0.1585427136,0.1605619449,0.1774652526,0.4197190276,0.2056336869,0.6253527144,10.0000000000,0.2000000000,0.0613090896
10.0,0.1630653266,0.1594770640,0.1763367630,0.4202614680,0.2059158092,0.6261772773,10.0000000000,0.2000000000,0.0613899291
10.0,0.1675879397,0.1584565105,0.1752726982,0.4207717448,0.2061818254,0.6269535702,10.0000000000,0.2000000000,0.0614660363
10.0,0.1721105528,0.1574966403,0.1742694768,0.4212516798,0.2064326308,0.6276843106,10.0000000000,0.2000000000,0.0615376775
10.0,0.1766331658,0.1565941103,0.1733238079,0.4217029449,0.2066690480,0.6283719929,10.0000000000,0.2000000000,0.0616050973
10.0,0.1811557789,0.1557458473,0.1724326625,0.4221270764,0.2068918344,0.6290189107,10.0000000000,0.2000000000,0.0616685207
10.0,0.1856783920,0.1549490217,0.1715932473,0.4225254892,0.2071016882,0.6296271773,10.0000000000,0.2000000000,0.0617281546
10.0,0.1902010050,0.1542010238,0.1708029829,0.4228994881,0.2072992543,0.6301987424,10.0000000000,0.2000000000,0.0617841904
10.0,0.1947236181,0.1534994428,0.1700594830,0.4232502786,0.2074851292,0.6307354079,10.0000000000,0.2000000000,0.0618368047
10.0,0.1992462312,0.1528420485,0.1693605373,0.4235789757,0.2076598657,0.6312388414,10.0000000000,0.2000000000,0.0618861609
10.0,0.2037688442,0.1522267750,0.1687040952,0.4238866125,0.2078239762,0.6317105887,10.0000000000,0.2000000000,0.0619324107
10.0,0.2082914573,0.1516517056,0.1680882524,0.4241741472,0.2079779369,0.6321520841,10.0000000000,0.2000000000,0.0619756945
10.0,0.2128140704,0.1511150604,0.1675112375,0.4244424698,0.2081221906,0.6325646604,10.0000000000,0.2000000000,0.0620161432
10.0,0.2173366834,0.1506151841,0.1669714015,0.4246924080,0.2082571496,0.6329495576,10.0000000000,0.2000000000,0.0620538782
10.0,0.2218592965,0.1501505357,0.1664672073,0.4249247322,0.2083831982,0.6333079303,10.0000000000,0.2000000000,0.0620890128
10.0,0.2263819095,0.1497196792,0.1659972206,0.4251401604,0.2085006949,0.6336408552,10.0000000000,0.2000000000,0.0621216525
10.0,0.2309045226,0.1493212752,0.1655601017,0.4253393624,0.2086099746,0.6339493370,10.0000000000,0.2000000000,0.0621518958
10.0,0.2354271357,0.1489540727,0.1651545984,0.4255229637,0.2087113504,0.6342343141,10.0000000000,0.2000000000,0.0621798347
10.0,0.2399497487,0.1486169029,0.1647795387,0.4256915486,0.2088051153,0.6344966639,10.0000000000,0.2000000000,0.0622055553
10.0,0.2444723618,0.1483086726,0.1644338255,0.4258456637,0.2088915436,0.6347372073,10.0000000000,0.2000000000,0.0622291380
10.0,0.2489949749,0.1480283585,0.1641164301,0.4259858208,0.2089708925,0.6349567132,10.0000000000,0.2000000000,0.0622506582
10.0,0.2535175879,0.1477750020,0.1638263883,0.4261124990,0.2090434029,0.6351559019,10.0000000000,0.2000000000,0.0622701865
10.0,0.2580402010,0.1475477050,0.1635627949,0.4262261475,0.2091093013,0.6353354488,10.0000000000,0.2000000000,0.0622877891
10.0,0.2625628141,0.1473456248,0.1633248001,0.4263271876,0.2091688000,0.6354959876,10.0000000000,0.2000000000,0.0623035282
10.0,0.2670854271,0.1471679710,0.1631116053,0.4264160145,0.2092220987,0.6356381132,10.0000000000,0.2000000000,0.0623174621
10.0,0.2716080402,0.1470140014,0.1629224600,0.4264929993,0.2092693850,0.6357623843,10.0000000000,0.2000000000,0.0623296455
10.0,0.2761306533,0.1468830189,0.1627566583,0.4265584906,0.2093108354,0.6358693260,10.0000000000,0.2000000000,0.0623401300
10.0,0.2806532663,0.1467743687,0.1626135361,0.4266128156,0.2093466160,0.6359594316,10.0000000000,0.2000000000,0.0623489639
10.0,0.2851758794,0.1466874354,0.1624924686,0.4266562823,0.2093768829,0.6360331652,10.0000000000,0.2000000000,0.0623561927
10.0,0.2896984925,0.1466216403,0.1623928673,0.4266891798,0.2094017832,0.6360909630,10.0000000000,0.2000000000,0.0623618591
10.0,0.2942211055,0.1465764395,0.1623141783,0.4267117802,0.2094214554,0.6361332357,10.0000000000,0.2000000000,0.0623660035
10.0,0.2987437186,0.1465513214,0.1622558800,0.4267243393,0.2094360300,0.6361603693,10.0000000000,0.2000000000,0.0623686637
10.0,0.3032663317,0.1465458050,0.1622174809,0.4267270975,0.2094456298,0.6361727273,10.0000000000,0.2000000000,0.0623698752
10.0,0.3077889447,0.1465594378,0.1621985184,0.4267202811,0.2094503704,0.6361706515,10.0000000000,0.2000000000,0.0623696717
10.0,0.3123115578,0.1465917946,0.1621985565,0.4267041027,0.2094503609,0.6361544636,10.0000000000,0.2000000000,0.0623680847
10.0,0.3168341709,0.1466424754,0.1622171849,0.4266787623,0.2094457038,0.6361244661,10.0000000000,0.2000000000,0.0623651437
10.0,0.3213567839,0.1467111043,0.1622540169,0.4266444479,0.2094364958,0.6360809437,10.0000000000,0.2000000000,0.0623608768
10.0,0.3258793970,0.1467973282,0.1623086887,0.4266013359,0.2094228278,0.6360241637,10.0000000000,0.2000000000,0.0623553102
10.0,0.3304020101,0.1469008154,0.1623808582,0.4265495923,0.2094047855,0.6359543777,10.0000000000,0.2000000000,0.0623484684
10.0,0.3349246231,0.1470212548,0.1624702031,0.4264893726,0.2093824492,0.6358718218,10.0000000000,0.2000000000,0.0623403747
10.0,0.3394472362,0.1471583543,0.1625764208,0.4264208229,0.2093558948,0.6357767177,10.0000000000,0.2000000000,0.0623310508
10.0,0.3439698492,0.1473118402,0.1626992269,0.4263440799,0.2093251933,0.6356692731,10.0000000000,0.2000000000,0.0623205170
10.0,0.3484924623,0.1474814565,0.1628383546,0.4262592717,0.2092904114,0.6355496831,10.0000000000,0.2000000000,0.0623087925
10.0,0.3530150754,0.1476669636,0.1629935533,0.4261665182,0.2092516117,0.6354181299,10.0000000000,0.2000000000,0.0622958951
10.0,0.3575376884,0.1478681376,0.1631645887,0.4260659312,0.2092088528,0.6352747840,10.0000000000,0.2000000000,0.0622818416
10.0,0.3620603015,0.1480847698,0.1633512414,0.4259576151,0.2091621897,0.6351198048,10.0000000000,0.2000000000,0.0622666475
10.0,0.3665829146,0.1483166661,0.1635533062,0.4258416670,0.2091116735,0.6349533404,10.0000000000,0.2000000000,0.0622503275
10.0,0.3711055276,0.1485636458,0.1637705920,0.4257181771,0.2090573520,0.6347755291,10.0000000000,0.2000000000,0.0622328950
10.0,0.3756281407,0.1488255419,0.1640029208,0.4255872291,0.2089992698,0.6345864989,10.0000000000,0.2000000000,0.0622143626
10.0,0.3801507538,0.1491021995,0.1642501273,0.4254489002,0.2089374682,0.6343863684,10.0000000000,0.2000000000,0.0621947420
10.0,0.3846733668,0.1493934764,0.1645120584,0.4253032618,0.2088719854,0.6341752472,10.0000000000,0.2000000000,0.0621740438
10.0,0.3891959799,0.1496992416,0.1647885725,0.4251503792,0.2088028569,0.6339532361,10.0000000000,0.2000000000,0.0621522780
10.0,0.3937185930,0.1500193757,0.1650795396,0.4249903121,0.2087301151,0.6337204272,10.0000000000,0.2000000000,0.0621294536
10.0,0.3982412060,0.1503537701,0.1653848402,0.4248231149,0.2086537899,0.6334769049,10.0000000000,0.2000000000,0.0621055789
10.0,0.4027638191,0.1507023265,0.1657043656,0.4246488367,0.2085739086,0.6332227453,10.0000000000,0.2000000000,0.0620806613
10.0,0.4072864322,0.1510649570,0.1660380169,0.4244675215,0.2084904958,0.6329580173,10.0000000000,0.2000000000,0.0620547076
10.0,0.4118090452,0.1514415831,0.1663857052,0.4242792085,0.2084035737,0.6326827822,10.0000000000,0.2000000000,0.0620277237
10.0,0.4163316583,0.1518321362,0.1667473510,0.4240839319,0.2083131622,0.6323970941,10.0000000000,0.2000000000,0.0619997151
10.0,0.4208542714,0.1522365568,0.1671228841,0.4238817216,0.2082192790,0.6321010006,10.0000000000,0.2000000000,0.0619706863
10.0,0.4253768844,0.1526547942,0.1675122433,0.4236726029,0.2081219392,0.6317945421,10.0000000000,0.2000000000,0.0619406414
10.0,0.4298994975,0.1530868068,0.1679153758,0.4234565966,0.2080211561,0.6314777527,10.0000000000,0.2000000000,0.0619095836
10.0,0.4344221106,0.1535325611,0.1683322376,0.4232337195,0.2079169406,0.6311506601,10.0000000000,0.2000000000,0.0618775157
10.0,0.4389447236,0.1539920322,0.1687627930,0.4230039839,0.2078093017,0.6308132856,10.0000000000,0.2000000000,0.0618444398
10.0,0.4434673367,0.1544652033,0.1692070142,0.4227673983,0.2076982464,0.6304656448,10.0000000000,0.2000000000,0.0618103573
10.0,0.4479899497,0.1549520656,0.1696648814,0.4225239672,0.2075837796,0.6301077468,10.0000000000,0.2000000000,0.0617752693
10.0,0.4525125628,0.1554526181,0.1701363828,0.4222736910,0.2074659043,0.6297395953,10.0000000000,0.2000000000,0.0617391760
10.0,0.4570351759,0.1559668673,0.1706215138,0.4220165663,0.2073446215,0.6293611879,10.0000000000,0.2000000000,0.0617020772
10.0,0.4615577889,0.1564948277,0.1711202778,0.4217525861,0.2072199306,0.6289725167,10.0000000000,0.2000000000,0.0616639722
10.0,0.4660804020,0.1570365210,0.1716326852,0.4214817395,0.2070918287,0.6285735682,10.0000000000,0.2000000000,0.0616248596
10.0,0.4706030151,0.1575919763,0.1721587540,0.4212040119,0.2069603115,0.6281643234,10.0000000000,0.2000000000,0.0615847376
10.0,0.4751256281,0.1581612300,0.1726985094,0.4209193850,0.2068253727,0.6277447577,10.0000000000,0.2000000000,0.0615436037
10.0,0.4796482412,0.1587443258,0.1732519834,0.4206278371,0.2066870041,0.6273148412,10.0000000000,0.2000000000,0.0615014550
10.0,0.4841708543,0.1593413147,0.1738192156,0.4203293427,0.2065451961,0.6268745388,10.0000000000,0.2000000000,0.0614582881
10.0,0.4886934673,0.1599522545,0.1744002522,0.4200238727,0.2063999369,0.6264238097,10.0000000000,0.2000000000,0.0614140990
10.0,0.4932160804,0.1605772105,0.1749951467,0.4197113948,0.2062512133,0.6259626081,10.0000000000,0.2000000000,0.0613688831
10.0,0.4977386935,0.1612162548,0.1756039594,0.4193918726,0.2060990101,0.6254908827,10.0000000000,0.2000000000,0.0613226356
10.0,0.5022613065,0.1618694668,0.1762267577,0.4190652666,0.2059433106,0.6250085772,10.0000000000,0.2000000000,0.0612753507
10.0,0.5067839196,0.1625369328,0.1768636158,0.4187315336,0.2057840961,0.6245156297,10.0000000000,0.2000000000,0.0612270225
10.0,0.5113065327,0.1632187464,0.1775146149,0.4183906268,0.2056213463,0.6240119731,10.0000000000,0.2000000000,0.0611776444
10.0,0.5158291457,0.1639150081,0.1781798432,0.4180424960,0.2054550392,0.6234975352,10.0000000000,0.2000000000,0.0611272093
10.0,0.5203517588,0.1646258257,0.1788593959,0.4176870871,0.2052851510,0.6229722382,10.0000000000,0.2000000000,0.0610757096
10.0,0.5248743719,0.1653513143,0.1795533753,0.4173243428,0.2051116562,0.6224359990,10.0000000000,0.2000000000,0.0610231372
10.0,0.5293969849,0.1660915961,0.1802618907,0.4169542020,0.2049345273,0.6218887293,10.0000000000,0.2000000000,0.0609694833
10.0,0.5339195980,0.1668468006,0.1809850584,0.4165765997,0.2047537354,0.6213303351,10.0000000000,0.2000000000,0.0609147387
10.0,0.5384422111,0.1676170650,0.1817230023,0.4161914675,0.2045692494,0.6207607169,10.0000000000,0.2000000000,0.0608588938
10.0,0.5429648241,0.1684025336,0.1824758533,0.4157987332,0.2043810367,0.6201797699,10.0000000000,0.2000000000,0.0608019382
10.0,0.5474874372,0.1692033586,0.1832437496,0.4153983207,0.2041890626,0.6195873833,10.0000000000,0.2000000000,0.0607438611
10.0,0.5520100503,0.1700196998,0.1840268372,0.4149901501,0.2039932907,0.6189834408,10.0000000000,0.2000000000,0.0606846511
10.0,0.5565326633,0.1708517249,0.1848252694,0.4145741375,0.2037936827,0.6183678202,10.0000000000,0.2000000000,0.0606242961
10.0,0.5610552764,0.1716996096,0.1856392074,0.4141501952,0.2035901982,0.6177403934,10.0000000000,0.2000000000,0.0605627837
10.0,0.5655778894,0.1725635375,0.1864688202,0.4137182312,0.2033827950,0.6171010262,10.0000000000,0.2000000000,0.0605001006
10.0,0.5701005025,0.1734437009,0.1873142848,0.4132781496,0.2031714288,0.6164495784,10.0000000000,0.2000000000,0.0604362332
10.0,0.5746231156,0.1743403001,0.1881757864,0.4128298499,0.2029560534,0.6157859033,10.0000000000,0.2000000000,0.0603711670
10.0,0.5791457286,0.1752535445,0.1890535184,0.4123732278,0.2027366204,0.6151098482,10.0000000000,0.2000000000,0.0603048871
10.0,0.5836683417,0.1761836519,0.1899476831,0.4119081740,0.2025130792,0.6144212533,10.0000000000,0.2000000000,0.0602373778
10.0,0.5881909548,0.1771308497,0.1908584910,0.4114345752,0.2022853772,0.6137199524,10.0000000000,0.2000000000,0.0601686228
10.0,0.5927135678,0.1780953741,0.1917861621,0.4109523130,0.2020534595,0.6130057724,10.0000000000,0.2000000000,0.0600986051
10.0,0.5972361809,0.1790774711,0.1927309251,0.4104612644,0.2018172687,0.6122785331,10.0000000000,0.2000000000,0.0600273072
10.0,0.6017587940,0.1800773967,0.1936930186,0.4099613017,0.2015767454,0.6115380470,10.0000000000,0.2000000000,0.0599547105
10.0,0.6062814070,0.1810954166,0.1946726905,0.4094522917,0.2013318274,0.6107841191,10.0000000000,0.2000000000,0.0598807960
10.0,0.6108040201,0.1821318072,0.1956701988,0.4089340964,0.2010824503,0.6100165467,10.0000000000,0.2000000000,0.0598055438
10.0,0.6153266332,0.1831868556,0.1966858120,0.4084065722,0.2008285470,0.6092351192,10.0000000000,0.2000000000,0.0597289333
10.0,0.6198492462,0.1842608599,0.1977198090,0.4078695700,0.2005700478,0.6084396178,10.0000000000,0.2000000000,0.0596509429
10.0,0.6243718593,0.1853541297,0.1987724795,0.4073229352,0.2003068801,0.6076298153,10.0000000000,0.2000000000,0.0595715505
10.0,0.6288944724,0.1864669863,0.1998441250,0.4067665069,0.2000389688,0.6068054756,10.0000000000,0.2000000000,0.0594907329
10.0,0.6334170854,0.1875997634,0.2009350581,0.4062001183,0.1997662355,0.6059663538,10.0000000000,0.2000000000,0.0594084661
10.0,0.6379396985,0.1887528073,0.2020456040,0.4056235964,0.1994885990,0.6051121954,10.0000000000,0.2000000000,0.0593247250
10.0,0.6424623116,0.1899264773,0.2031761002,0.4050367613,0.1992059749,0.6042427363,10.0000000000,0.2000000000,0.0592394839
10.0,0.6469849246,0.1911211467,0.2043268973,0.4044394267,0.1989182757,0.6033577023,10.0000000000,0.2000000000,0.0591527159
10.0,0.6515075377,0.1923372024,0.2054983594,0.4038313988,0.1986254102,0.6024568089,10.0000000000,0.2000000000,0.0590643930
10.0,0.6560301508,0.1935750466,0.2066908645,0.4032124767,0.1983272839,0.6015397606,10.0000000000,0.2000000000,0.0589744863
10.0,0.6605527638,0.1948350963,0.2079048054,0.4025824518,0.1980237987,0.6006062505,10.0000000000,0.2000000000,0.0588829657
10.0,0.6650753769,0.1961177847,0.2091405899,0.4019411076,0.1977148525,0.5996559602,10.0000000000,0.2000000000,0.0587898000
10.0,0.6695979899,0.1974235616,0.2103986418,0.4012882192,0.1974003395,0.5986885587,10.0000000000,0.2000000000,0.0586949567
10.0,0.6741206030,0.1987528939,0.2116794013,0.4006235530,0.1970801497,0.5977037027,10.0000000000,0.2000000000,0.0585984022
10.0,0.6786432161,0.2001062668,0.2129833257,0.3999468666,0.1967541686,0.5967010352,10.0000000000,0.2000000000,0.0585001015
10.0,0.6831658291,0.2014841842,0.2143108905,0.3992579079,0.1964222774,0.5956801853,10.0000000000,0.2000000000,0.0584000182
10.0,0.6876884422,0.2028871697,0.2156625898,0.3985564151,0.1960843525,0.5946407677,10.0000000000,0.2000000000,0.0582981145
10.0,0.6922110553,0.2043157678,0.2170389375,0.3978421161,0.1957402656,0.5935823817,10.0000000000,0.2000000000,0.0581943511
10.0,0.6967336683,0.2057705444,0.2184404679,0.3971147278,0.1953898830,0.5925046108,10.0000000000,0.2000000000,0.0580886873
10.0,0.7012562814,0.2072520881,0.2198677370,0.3963739559,0.1950330658,0.5914070217,10.0000000000,0.2000000000,0.0579810806
10.0,0.7057788945,0.2087610114,0.2213213234,0.3956194943,0.1946696691,0.5902891635,10.0000000000,0.2000000000,0.0578714866
10.0,0.7103015075,0.2102979516,0.2228018296,0.3948510242,0.1942995426,0.5891505668,10.0000000000,0.2000000000,0.0577598595
10.0,0.7148241206,0.2118635724,0.2243098829,0.3940682138,0.1939225293,0.5879907431,10.0000000000,0.2000000000,0.0576461513
10.0,0.7193467337,0.2134585651,0.2258461369,0.3932707175,0.1935384658,0.5868091832,10.0000000000,0.2000000000,0.0575303121
10.0,0.7238693467,0.2150836501,0.2274112730,0.3924581750,0.1931471818,0.5856053567,10.0000000000,0.2000000000,0.0574122899
10.0,0.7283919598,0.2167395784,0.2290060017,0.3916302108,0.1927484996,0.5843787104,10.0000000000,0.2000000000,0.0572920304
10.0,0.7329145729,0.2184271337,0.2306310642,0.3907864332,0.1923422340,0.5831286671,10.0000000000,0.2000000000,0.0571694772
10.0,0.7374371859,0.2201471334,0.2322872344,0.3899264333,0.1919281914,0.5818546247,10.0000000000,0.2000000000,0.0570445710
10.0,0.7419597990,0.2219004315,0.2339753205,0.3890497842,0.1915061699,0.5805559541,10.0000000000,0.2000000000,0.0569172504
10.0,0.7464824121,0.2236879202,0.2356961671,0.3881560399,0.1910759582,0.5792319981,10.0000000000,0.2000000000,0.0567874508
10.0,0.7510050251,0.2255105320,0.2374506574,0.3872447340,0.1906373357,0.5778820696,10.0000000000,0.2000000000,0.0566551049
10.0,0.7555276382,0.2273692429,0.2392397155,0.3863153785,0.1901900711,0.5765054497,10.0000000000,0.2000000000,0.0565201421
10.0,0.7600502513,0.2292650744,0.2410643089,0.3853674628,0.1897339228,0.5751013856,10.0000000000,0.2000000000,0.0563824888
10.0,0.7645728643,0.2311990966,0.2429254516,0.3844004517,0.1892686371,0.5736690888,10.0000000000,0.2000000000,0.0562420675
10.0,0.7690954774,0.2331724315,0.2448242066,0.3834137842,0.1887939484,0.5722077326,10.0000000000,0.2000000000,0.0560987973
10.0,0.7736180905,0.2351862564,0.2467616894,0.3824068718,0.1883095776,0.5707164494,10.0000000000,0.2000000000,0.0559525931
10.0,0.7781407035,0.2372418074,0.2487390717,0.3813790963,0.1878152321,0.5691943284,10.0000000000,0.2000000000,0.0558033655
10.0,0.7826633166,0.2393403838,0.2507575849,0.3803298081,0.1873106038,0.5676404119,10.0000000000,0.2000000000,0.0556510208
10.0,0.7871859296,0.2414833522,0.2528185247,0.3792583239,0.1867953688,0.5660536927,10.0000000000,0.2000000000,0.0554954601
10.0,0.7917085427,0.2436721517,0.2549232555,0.3781639241,0.1862691861,0.5644331102,10.0000000000,0.2000000000,0.0553365794
10.0,0.7962311558,0.2459082993,0.2570732157,0.3770458504,0.1857316961,0.5627775464,10.0000000000,0.2000000000,0.0551742693
10.0,0.8007537688,0.2481933951,0.2592699230,0.3759033025,0.1851825193,0.5610858217,10.0000000000,0.2000000000,0.0550084139
10.0,0.8052763819,0.2505291296,0.2615149806,0.3747354352,0.1846212549,0.5593566901,10.0000000000,0.2000000000,0.0548388912
10.0,0.8097989950,0.2529172904,0.2638100842,0.3735413548,0.1840474789,0.5575888337,10.0000000000,0.2000000000,0.0546655719
10.0,0.8143216080,0.2553597701,0.2661570294,0.3723201149,0.1834607426,0.5557808576,10.0000000000,0.2000000000,0.0544883194
10.0,0.8188442211,0.2578585751,0.2685577198,0.3710707124,0.1828605701,0.5539312825,10.0000000000,0.2000000000,0.0543069885
10.0,0.8233668342,0.2604158354,0.2710141764,0.3697920823,0.1822464559,0.5520385382,10.0000000000,0.2000000000,0.0541214253
10.0,0.8278894472,0.2630338149,0.2735285479,0.3684830925,0.1816178630,0.5501009556,10.0000000000,0.2000000000,0.0539314662
10.0,0.8324120603,0.2657149244,0.2761031222,0.3671425378,0.1809742194,0.5481167572,10.0000000000,0.2000000000,0.0537369370
10.0,0.8369346734,0.2684617341,0.2787403392,0.3657691329,0.1803149152,0.5460840481,10.0000000000,0.2000000000,0.0535376518
10.0,0.8414572864,0.2712769895,0.2814428049,0.3643615052,0.1796392988,0.5440008040,10.0000000000,0.2000000000,0.0533334122
10.0,0.8459798995,0.2741636280,0.2842133083,0.3629181860,0.1789466729,0.5418648589,10.0000000000,0.2000000000,0.0531240058
10.0,0.8505025126,0.2771247986,0.2870548394,0.3614376007,0.1782362901,0.5396738908,10.0000000000,0.2000000000,0.0529092050
10.0,0.8550251256,0.2801638834,0.2899706099,0.3599180583,0.1775073475,0.5374254058,10.0000000000,0.2000000000,0.0526887653
10.0,0.8595477387,0.2832845229,0.2929640770,0.3583577386,0.1767589807,0.5351167193,10.0000000000,0.2000000000,0.0524624235
10.0,0.8640703518,0.2864906440,0.2960389709,0.3567546780,0.1759902573,0.5327449353,10.0000000000,0.2000000000,0.0522298956
10.0,0.8685929648,0.2897864931,0.2991993250,0.3551067535,0.1752001688,0.5303069222,10.0000000000,0.2000000000,0.0519908747
10.0,0.8731155779,0.2931766733,0.3024495124,0.3534116634,0.1743876219,0.5277992853,10.0000000000,0.2000000000,0.0517450280
10.0,0.8776381910,0.2966661880,0.3057942871,0.3516669060,0.1735514282,0.5252183342,10.0000000000,0.2000000000,0.0514919936
10.0,0.8821608040,0.3002604917,0.3092388319,0.3498697542,0.1726902920,0.5225600462,10.0000000000,0.2000000000,0.0512313771
10.0,0.8866834171,0.3039655485,0.3127888148,0.3480172258,0.1718027963,0.5198200221,10.0000000000,0.2000000000,0.0509627473
10.0,0.8912060302,0.3077879019,0.3164504550,0.3461060490,0.1708873862,0.5169934353,10.0000000000,0.2000000000,0.0506856309
10.0,0.8957286432,0.3117347570,0.3202306013,0.3441326215,0.1699423497,0.5140749712,10.0000000000,0.2000000000,0.0503995070
10.0,0.9002512563,0.3158140776,0.3241368244,0.3420929612,0.1689657939,0.5110587551,10.0000000000,0.2000000000,0.0501037995
10.0,0.9047738693,0.3200347032,0.3281775290,0.3399826484,0.1679556177,0.5079382661,10.0000000000,0.2000000000,0.0497978692
10.0,0.9092964824,0.3244064905,0.3323620874,0.3377967548,0.1669094781,0.5047062329,10.0000000000,0.2000000000,0.0494810032
10.0,0.9138190955,0.3289404842,0.3367010034,0.3355297579,0.1658247491,0.5013545071,10.0000000000,0.2000000000,0.0491524027
10.0,0.9183417085,0.3336491279,0.3412061124,0.3331754360,0.1646984719,0.4978739079,10.0000000000,0.2000000000,0.0488111674
10.0,0.9228643216,0.3385465249,0.3458908299,0.3307267376,0.1635272925,0.4942540301,10.0000000000,0.2000000000,0.0484562775
10.0,0.9273869347,0.3436487640,0.3507704626,0.3281756180,0.1623073844,0.4904830024,10.0000000000,0.2000000000,0.0480865689
10.0,0.9319095477,0.3489743332,0.3558626018,0.3255128334,0.1610343496,0.4865471830,10.0000000000,0.2000000000,0.0477007042
10.0,0.9364321608,0.3545446494,0.3611876285,0.3227276753,0.1597030929,0.4824307682,10.0000000000,0.2000000000,0.0472971341
10.0,0.9409547739,0.3603847482,0.3667693710,0.3198076259,0.1583076573,0.4781152831,10.0000000000,0.2000000000,0.0468740474
10.0,0.9454773869,0.3665241951,0.3726359728,0.3167379024,0.1568410068,0.4735789092,10.0000000000,0.2000000000,0.0464293048
10.0,0.9500000000,0.3729983125,0.3788210630,0.3135008437,0.1552947343,0.4687955780,10.0000000000,0.2000000000,0.0459603508
20.0,0.0500000000,0.0045004277,0.0226984315,0.4977497862,0.2443253921,0.7420751783,100.0000000000,0.2000000000,0.0074059399
20.0,0.0545226131,0.0042751195,0.0218371225,0.4978624403,0.2445407194,0.7424031597,100.0000000000,0.2000000000,0.0074092132
20.0,0.0590452261,0.0040897291,0.0211150338,0.4979551354,0.2447212415,0.7426763770,100.0000000000,0.2000000000,0.0074119399
20.0,0.0635678392,0.0039354045,0.0205033051,0.4980322977,0.2448741737,0.7429064715,100.0000000000,0.2000000000,0.0074142362
20.0,0.0680904523,0.0038057171,0.0199805500,0.4980971415,0.2450048625,0.7431020040,100.0000000000,0.2000000000,0.0074161877
20.0,0.0726130653,0.0036958915,0.0195305893,0.4981520543,0.2451173527,0.7432694069,100.0000000000,0.2000000000,0.0074178584
20.0,0.0771356784,0.0036023100,0.0191409605,0.4981988450,0.2452147599,0.7434136049,100.0000000000,0.2000000000,0.0074192975
20.0,0.0816582915,0.0035221847,0.0188019112,0.4982389077,0.2452995222,0.7435384299,100.0000000000,0.2000000000,0.0074205432
20.0,0.0861809045,0.0034533341,0.0185057027,0.4982733330,0.2453735743,0.7436469073,100.0000000000,0.2000000000,0.0074216258
20.0,0.0907035176,0.0033940284,0.0182461173,0.4983029858,0.2454384707,0.7437414565,100.0000000000,0.2000000000,0.0074225694
20.0,0.0952261307,0.0033428793,0.0180181038,0.4983285603,0.2454954740,0.7438240344,100.0000000000,0.2000000000,0.0074233936
20.0,0.0997487437,0.0032987605,0.0178175171,0.4983506197,0.2455456207,0.7438962405,100.0000000000,0.2000000000,0.0074241142
20.0,0.1042713568,0.0032607493,0.0176409248,0.4983696254,0.2455897688,0.7439593942,100.0000000000,0.2000000000,0.0074247445
